,owner_id,Time,Z,Act,State,Sequence,Keyword,Message_1,STT_1,Message_2,STT_2,Message_3,STT_3
0,665,'2021-08-01 00:05:03,부동,취침,수면,,,,,,,,
1,665,'2021-08-01 05:19:42,활동,기상,기상하기,,,,,,,,
2,665,'2021-08-01 05:34:21,리모콘,TV시청,뉴스 시청,,,,,,,,
3,665,'2021-08-01 05:49:24,매우 활동,실외운동,실외운동하기,,,,,,,,
4,665,'2021-08-01 06:45:04,매우 활동,외출,외출하기,,,,,,,,
5,665,'2021-08-01 06:58:28,매우 활동,"귀가, 실내운동",귀가하기,,,,,,,,
6,665,'2021-08-01 06:58:28,매우 활동,"귀가, 실내운동",실내운동하기,,,,,,,,
7,665,'2021-08-01 07:20:47,전자렌지,음식데우기,간편식 준비하기,HPM,,굿모닝! 오늘 많이 움직이시네요? 최고에요 최고!  주무시기 전에 너어무 배가 고프시다면 바나나를 조금 드셔보세요. 숙면을 돕는 성분이 들어있다고 해요!,,,,,
8,665,'2021-08-01 07:24:55,리모콘,TV시청,TV 보기,,,,,,,,
9,665,'2021-08-01 07:30:47,식사 판단,아침식사,조식,M,,우리 영자님 오늘도 식사를 챙겨드시는 모습이 보기 좋아요.,,,,,
10,665,'2021-08-01 07:42:41,싱크대,설거지,설거지 하기,CPM,,"웃음 가득한 영자님, 밤 늦게 매운 음식을 드시면 가슴이 쓰려 잠드는 것을 방해할 수 있다고 해요. 흐음 오늘따라 기름때가 달라 붙어있는 그릇들이 많나요? 그럴 땐, 따뜻한 물을 조금만 받아서 불려주세요! ",,,,,
11,665,'2021-08-01 08:25:06,미동,휴식,취미활동,,,,,,,,
12,665,'2021-08-01 08:55:05,부동,취침,수면,,,,,,,,
13,665,'2021-08-01 09:00:43,리모콘,"기상, TV시청",기상하기,,,,,,,,
14,665,'2021-08-01 09:00:43,리모콘,"기상, TV시청",뉴스 시청,,,,,,,,
15,665,'2021-08-01 09:15:36,약,복약,일반 약 복용,CM,,"순이가 가장 아끼는 영자님, 약은 꼭 물과 함께 드셔야해요. 음료수나 커피와 함께 드시면 효능이 떨어진다고해요.",,,,,
16,665,'2021-08-01 09:45:02,미동,휴식,취미활동,,,,,,,,
17,665,'2021-08-01 10:05:04,부동,낮잠,낮잠자기,,,,,,,,
18,665,'2021-08-01 10:06:51,리모콘,"낮잠기상, TV시청",낮잠 기상하기,,,,,,,,
19,665,'2021-08-01 10:06:51,리모콘,"낮잠기상, TV시청",TV 보기,,,,,,,,
20,665,'2021-08-01 11:55:06,매우 활동,실내운동,실내운동하기,,,,,,,,
21,665,'2021-08-01 12:13:36,리모콘,TV시청,TV 보기,,,,,,,,
22,665,'2021-08-01 13:32:18,싱크대,주방정리,주방 정리하기,CHM,,"순이의 마음 속 일순위인 우리 영자님, 사랑둥이 순이에요. 식초와 물을 일대일로 그릇에 담고, 렌지에 이분 돌린후에 젖은 행주로 렌지 내부를 닦아보세요. 찌든때 제거와 소독 효과를 보실 수 있어요!",,,,,
23,665,'2021-08-01 14:15:02,매우 활동,실내운동,실내운동하기,,,,,,,,
24,665,'2021-08-01 15:07:04,리모콘,TV시청,TV 보기,,,,,,,,
25,665,'2021-08-01 15:07:26,외출,외출,외출하기,,,,,,,,
26,665,'2021-08-01 15:28:06,활동,귀가,귀가하기,,,,,,,,
27,665,'2021-08-01 15:53:06,리모콘,TV시청,TV 보기,,,,,,,,
28,665,'2021-08-01 17:15:06,미동,낮잠,낮잠자기,,,,,,,,
29,665,'2021-08-01 17:22:56,싱크대,"낮잠기상, 주방정리",낮잠 기상하기,,,,,,,,
30,665,'2021-08-01 17:22:56,싱크대,"낮잠기상, 주방정리",주방 정리하기,CHM,,"통통 튀는 매력쟁이 영자님, 똑똑똑, 순이가 왔어요. 접시를 보관할 때는 물기가 다 말랐는지 꼬옥 확인해주세요. 습기가 차올라서 세균이 번식할 수 있답니다.",,,,,
31,665,'2021-08-01 17:45:02,부동,휴식,취미활동,,,,,,,,
32,665,'2021-08-01 17:53:58,리모콘,TV시청,TV 보기,,,,,,,,
33,665,'2021-08-02 00:15:05,부동,취침,수면,,,,,,,,
34,665,'2021-08-02 05:09:29,활동,기상,기상하기,,,,,,,,
35,665,'2021-08-02 05:14:47,리모콘,TV시청,뉴스 시청,,,,,,,,
36,665,'2021-08-02 06:20:58,리모콘,TV시청,TV 보기,,,,,,,,
37,665,'2021-08-02 06:35:05,매우 활동,실내운동,실내운동하기,,,,,,,,
38,665,'2021-08-02 06:45:02,매우 활동,실외운동,실외운동하기,,,,,,,,
39,665,'2021-08-02 07:05:02,매우 활동,"귀가, 실내운동",운동 후 귀가,,,,,,,,
40,665,'2021-08-02 07:05:02,매우 활동,"귀가, 실내운동",실내운동하기,,,,,,,,
41,665,'2021-08-02 07:27:46,리모콘,TV시청,TV 보기,,,,,,,,
42,665,'2021-08-02 08:15:04,미동,휴식,취미활동,,,,,,,,
43,665,'2021-08-02 08:45:03,미동,취침,수면,,,,,,,,
44,665,'2021-08-02 09:05:47,약,"기상, 복약",기상하기,,,,,,,,
45,665,'2021-08-02 09:05:47,약,"기상, 복약",기상 약 복용,HPM,,"영자님의 친구 순이예요. 오늘은 날이 많이 흐리네요. 물을 마시기 힘들 때는 레몬이나 라임, 자몽등을 같이 넣어보세요! 마시기 더욱 쉬울 거에요.",,,,,
